"Orthogroup","query","evalue","score","eggNOG_OGs","max_annot_lvl","COG_category","Description","Preferred_name","GOs","EC","KEGG_ko","KEGG_Pathway","KEGG_Module","KEGG_Reaction","KEGG_rclass","BRITE","KEGG_TC","CAZy","BiGG_Reaction","PFAMs"
"OG0015464","gene_03844.t1",1.85e-99,289,"COG0100@1|root,KOG0407@2759|Eukaryota,39ZVS@33154|Opisthokonta,3P1VU@4751|Fungi,3QMQE@4890|Ascomycota,20DKZ@147545|Eurotiomycetes,3S47X@5042|Eurotiales","4751|Fungi","J","Belongs to the universal ribosomal protein uS11 family","RPS14B","GO:0000028,GO:0000462,GO:0002181,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006139,GO:0006364,GO:0006396,GO:0006412,GO:0006518,GO:0006725,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016043,GO:0016070,GO:0016072,GO:0019538,GO:0019843,GO:0022607,GO:0022613,GO:0022618,GO:0022626,GO:0022627,GO:0030490,GO:0030684,GO:0030686,GO:0032040,GO:0032991,GO:0034470,GO:0034622,GO:0034641,GO:0034645,GO:0034660,GO:0042254,GO:0042255,GO:0042274,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046483,GO:0048027,GO:0065003,GO:0070181,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904","-","ko:K02955","ko03010,map03010","M00177","-","-","br01610,ko00000,ko00001,ko00002,ko03011","-","-","-","Ribosomal_S11"
"OG0015464","gene_03844.t1",0,999,"COG2272@1|root,KOG1516@2759|Eukaryota,38CCQ@33154|Opisthokonta,3NYTS@4751|Fungi,3QRN0@4890|Ascomycota,20CGA@147545|Eurotiomycetes,3S7R7@5042|Eurotiales","4751|Fungi","I","Belongs to the type-B carboxylesterase lipase family","-","-","-","-","-","-","-","-","-","-","-","-","COesterase"
"OG0015464","gene_03844.t1",1.1e-133,408,"29NEW@1|root,2RVRN@2759|Eukaryota,38V1Q@33154|Opisthokonta,3PDSF@4751|Fungi,3R3NG@4890|Ascomycota,20N6C@147545|Eurotiomycetes","4751|Fungi","S","Protein of unknown function (DUF3723)","-","-","-","-","-","-","-","-","-","-","-","-","DUF3723"
"OG0015505","gene_01233.t1",0,1786,"COG0169@1|root,KOG0692@2759|Eukaryota,39RNB@33154|Opisthokonta,3NYIY@4751|Fungi,3QMSJ@4890|Ascomycota,20DD2@147545|Eurotiomycetes,3S3WK@5042|Eurotiales","4751|Fungi","E","Quinate pathway repressor protein QutR","-","GO:0000122,GO:0003674,GO:0003824,GO:0003866,GO:0006082,GO:0006355,GO:0006357,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009423,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016053,GO:0016054,GO:0016740,GO:0016765,GO:0019219,GO:0019222,GO:0019630,GO:0019631,GO:0019752,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032787,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044248,GO:0044249,GO:0044281,GO:0044282,GO:0044283,GO:0045892,GO:0045934,GO:0046394,GO:0046395,GO:0046417,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0060255,GO:0065007,GO:0071704,GO:0072329,GO:0080090,GO:1901360,GO:1901361,GO:1901575,GO:1901576,GO:1901615,GO:1901616,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141","-","-","-","-","-","-","-","-","-","-","DHquinase_I,SKI,Shikimate_DH,Shikimate_dh_N"
"OG0015505","gene_01233.t1",9.50999985695553e-317,862,"COG1835@1|root,2SJHQ@2759|Eukaryota,3A3CC@33154|Opisthokonta,3P3C1@4751|Fungi,3R331@4890|Ascomycota,20SQJ@147545|Eurotiomycetes,3SF9V@5042|Eurotiales","4751|Fungi","I","Acyltransferase family","-","-","-","-","-","-","-","-","-","-","-","-","Acyl_transf_3"
"OG0015505","gene_01233.t1",0,1184,"KOG0594@1|root,KOG0594@2759|Eukaryota,3A2ED@33154|Opisthokonta,3P2GV@4751|Fungi,3QSAM@4890|Ascomycota,20FBD@147545|Eurotiomycetes,3S8R1@5042|Eurotiales","4751|Fungi","T","Protein kinase domain","-","-","-","-","-","-","-","-","-","-","-","-","Pkinase"
"OG0015505","gene_01233.t1",0,890,"KOG3780@1|root,KOG3780@2759|Eukaryota,39SDE@33154|Opisthokonta,3NVJZ@4751|Fungi,3QMIT@4890|Ascomycota,20E6N@147545|Eurotiomycetes","4751|Fungi","S","Arrestin domain protein","-","GO:0003674,GO:0005488,GO:0005509,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005769,GO:0005770,GO:0005829,GO:0006810,GO:0006897,GO:0008104,GO:0008150,GO:0012505,GO:0015031,GO:0015833,GO:0016192,GO:0019899,GO:0030100,GO:0030674,GO:0031410,GO:0031625,GO:0031982,GO:0032386,GO:0032879,GO:0032880,GO:0033036,GO:0033365,GO:0034613,GO:0042886,GO:0043167,GO:0043169,GO:0043226,GO:0043227,GO:0043229,GO:0044389,GO:0044424,GO:0044444,GO:0044464,GO:0045184,GO:0045807,GO:0046872,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051049,GO:0051050,GO:0051128,GO:0051130,GO:0051179,GO:0051222,GO:0051223,GO:0051234,GO:0051641,GO:0060090,GO:0060341,GO:0060627,GO:0065007,GO:0070086,GO:0070201,GO:0070727,GO:0071702,GO:0071705,GO:0072594,GO:0090087,GO:0097708,GO:0098657,GO:1903827,GO:1903829,GO:1904951,GO:2000395,GO:2000397","-","ko:K20061","-","-","-","-","ko00000,ko04131","-","-","-","Arrestin_C,Arrestin_N"
"OG0015505","gene_01233.t1",1.51e-233,642,"2CU94@1|root,2RK0Z@2759|Eukaryota,38GER@33154|Opisthokonta,3NUDK@4751|Fungi,3QRIX@4890|Ascomycota,20AX4@147545|Eurotiomycetes,3SFE0@5042|Eurotiales","4751|Fungi","G","Belongs to the glycosyl hydrolase 18 family","-","-","3.2.1.14","ko:K01183","ko00520,ko01100,map00520,map01100","-","R01206,R02334","RC00467","ko00000,ko00001,ko01000","-","GH18","-","Glyco_hydro_18,UBA"
"OG0015549","gene_10563.t1",1.66e-72,224,"2CZ11@1|root,2S7Q5@2759|Eukaryota,3AAGM@33154|Opisthokonta,3P6U9@4751|Fungi,3QWGA@4890|Ascomycota,20JCU@147545|Eurotiomycetes,3SDIP@5042|Eurotiales","4751|Fungi","S","Protein of unknown function (DUF3632)","-","-","-","-","-","-","-","-","-","-","-","-","DUF3632"
"OG0015549","gene_10563.t1",0,1369,"COG0323@1|root,KOG1979@2759|Eukaryota,38E16@33154|Opisthokonta,3NUYJ@4751|Fungi,3QK23@4890|Ascomycota,20BFF@147545|Eurotiomycetes,3S4VS@5042|Eurotiales","4751|Fungi","L","DNA mismatch repair protein","mlh1","GO:0000003,GO:0000166,GO:0000228,GO:0000280,GO:0000710,GO:0000713,GO:0000793,GO:0000794,GO:0000795,GO:0003674,GO:0003676,GO:0003677,GO:0003697,GO:0003824,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0005712,GO:0005737,GO:0005739,GO:0006139,GO:0006259,GO:0006281,GO:0006298,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0007049,GO:0007127,GO:0007131,GO:0008144,GO:0008150,GO:0008152,GO:0009987,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0022402,GO:0022414,GO:0030554,GO:0031974,GO:0031981,GO:0032300,GO:0032389,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0033554,GO:0034641,GO:0035639,GO:0035825,GO:0036094,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044237,GO:0044238,GO:0044260,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044444,GO:0044446,GO:0044454,GO:0044464,GO:0046483,GO:0048285,GO:0050896,GO:0051321,GO:0051716,GO:0061982,GO:0070013,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:0097367,GO:0097587,GO:0099086,GO:0140013,GO:1901265,GO:1901360,GO:1901363,GO:1903046,GO:1990391","-","ko:K08734","ko01524,ko03430,ko03460,ko05200,ko05210,ko05213,ko05226,map01524,map03430,map03460,map05200,map05210,map05213,map05226","M00295","-","-","ko00000,ko00001,ko00002,ko03400","-","-","-","DNA_mis_repair,HATPase_c_3,Mlh1_C"
"OG0015549","gene_10563.t1",1.49e-81,277,"28SW0@1|root,2QZJZ@2759|Eukaryota,39SJA@33154|Opisthokonta,3NWH1@4751|Fungi,3QPV5@4890|Ascomycota,216EN@147550|Sordariomycetes,3U8E3@5139|Sordariales,3HA40@35718|Chaetomiaceae","4751|Fungi","L","Fungal specific transcription factor domain","-","-","-","-","-","-","-","-","-","-","-","-","Fungal_trans,Zn_clus"
"OG0015549","gene_10563.t1",1.89e-31,114,"2B92N@1|root,2S0T3@2759|Eukaryota,3A9YN@33154|Opisthokonta,3P83D@4751|Fungi,3QYE5@4890|Ascomycota,20QQJ@147545|Eurotiomycetes,3SDFT@5042|Eurotiales","4751|Fungi","S","pheromone","-","GO:0000772,GO:0003674,GO:0005102,GO:0005186,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0008150,GO:0010033,GO:0019236,GO:0042221,GO:0050896","-","-","-","-","-","-","-","-","-","-","Hyphal_reg_CWP"
"OG0015549","gene_10563.t1",4.45e-150,426,"2CMHQ@1|root,2QQD6@2759|Eukaryota,38D6B@33154|Opisthokonta,3NWA6@4751|Fungi,3QKXU@4890|Ascomycota,20FI1@147545|Eurotiomycetes,3S3GJ@5042|Eurotiales","4751|Fungi","H","Methyltransferase","-","-","2.1.1.137","ko:K07755","-","-","-","-","ko00000,ko01000","-","-","-","Methyltransf_31"
"OG0015562","gene_05446.t1",5.73e-305,830,"COG0010@1|root,KOG2964@2759|Eukaryota,38BX2@33154|Opisthokonta,3NUEG@4751|Fungi,3QQPT@4890|Ascomycota,20K53@147545|Eurotiomycetes,3SEW5@5042|Eurotiales","4751|Fungi","G","Arginase family","-","GO:0003674,GO:0003824,GO:0005488,GO:0006082,GO:0006520,GO:0006807,GO:0008150,GO:0008152,GO:0008783,GO:0009987,GO:0016787,GO:0016810,GO:0016813,GO:0019627,GO:0019752,GO:0030145,GO:0034641,GO:0043167,GO:0043169,GO:0043436,GO:0043603,GO:0044237,GO:0044238,GO:0044281,GO:0046872,GO:0046914,GO:0071704,GO:0071941,GO:1901564","3.5.3.11","ko:K01480","ko00330,ko01100,map00330,map01100","M00133","R01157","RC00024,RC00329","ko00000,ko00001,ko00002,ko01000","-","-","-","Arginase"
"OG0015562","gene_05446.t1",7.65e-230,640,"2E1C5@1|root,2S8PK@2759|Eukaryota,39YDA@33154|Opisthokonta,3NYXH@4751|Fungi,3QMJM@4890|Ascomycota,20G2Y@147545|Eurotiomycetes,3S5E5@5042|Eurotiales","4751|Fungi","S","Mitotic checkpoint regulator, MAD2B-interacting","-","-","-","-","-","-","-","-","-","-","-","-","PRCC"
"OG0015562","gene_05446.t1",9.73e-258,713,"2A2M4@1|root,2RY3D@2759|Eukaryota,39Z1J@33154|Opisthokonta,3NYCR@4751|Fungi,3QMVF@4890|Ascomycota,20G2W@147545|Eurotiomycetes,3S31N@5042|Eurotiales","4751|Fungi","O","Glycosyl hydrolase family 61","-","-","-","-","-","-","-","-","-","-","-","-","Glyco_hydro_61"
"OG0015562","gene_05446.t1",6.06e-106,307,"2CYWA@1|root,2S6V3@2759|Eukaryota,3A9PF@33154|Opisthokonta,3P586@4751|Fungi,3QXIW@4890|Ascomycota,20IHT@147545|Eurotiomycetes,3S973@5042|Eurotiales","4751|Fungi","U","ER membrane protein (Pkr1)","PKR1","GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0008150,GO:0009987,GO:0012505,GO:0016020,GO:0016021,GO:0016043,GO:0022607,GO:0030176,GO:0031224,GO:0031227,GO:0031984,GO:0034622,GO:0042175,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043933,GO:0044085,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0065003,GO:0070070,GO:0070071,GO:0070072,GO:0071840,GO:0098827","-","-","-","-","-","-","-","-","-","-","Pkr1"
"OG0015562","gene_05446.t1",0,4645,"COG5253@1|root,KOG0230@2759|Eukaryota,38BIU@33154|Opisthokonta,3NX7J@4751|Fungi,3QNPC@4890|Ascomycota,20BDH@147545|Eurotiomycetes,3S6E0@5042|Eurotiales","4751|Fungi","T","1-phosphatidylinositol-3-phosphate 5-kinase (Fab1)","MDM12","GO:0000166,GO:0000285,GO:0000322,GO:0000323,GO:0000324,GO:0000329,GO:0000749,GO:0000750,GO:0003674,GO:0003824,GO:0005488,GO:0005524,GO:0005543,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005768,GO:0005773,GO:0005774,GO:0005942,GO:0006464,GO:0006629,GO:0006644,GO:0006650,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0007154,GO:0007165,GO:0007186,GO:0008144,GO:0008150,GO:0008152,GO:0008289,GO:0009987,GO:0010008,GO:0010033,GO:0012505,GO:0016020,GO:0016192,GO:0016197,GO:0016301,GO:0016307,GO:0016310,GO:0016482,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0019236,GO:0019538,GO:0019637,GO:0019898,GO:0023052,GO:0030258,GO:0030554,GO:0031090,GO:0031136,GO:0031137,GO:0031139,GO:0031410,GO:0031982,GO:0032005,GO:0032266,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0035032,GO:0035091,GO:0035639,GO:0036094,GO:0036211,GO:0042147,GO:0042221,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0043900,GO:0043902,GO:0044237,GO:0044238,GO:0044255,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044425,GO:0044433,GO:0044437,GO:0044440,GO:0044444,GO:0044446,GO:0044464,GO:0046486,GO:0046488,GO:0046834,GO:0046854,GO:0046907,GO:0046999,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0050896,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0051716,GO:0061695,GO:0065007,GO:0070647,GO:0070772,GO:0070887,GO:0071310,GO:0071444,GO:0071704,GO:0097159,GO:0097367,GO:0097708,GO:0098588,GO:0098796,GO:0098805,GO:0098852,GO:1901265,GO:1901363,GO:1901564,GO:1901981,GO:1902494,GO:1990234,GO:2000241,GO:2000243","2.7.1.150","ko:K00921","ko00562,ko04070,ko04145,ko04810,map00562,map04070,map04145,map04810","-","R05802,R10951","RC00002,RC00078","ko00000,ko00001,ko01000,ko04131","-","-","-","Cpn60_TCP1,FYVE,PIP5K"
"OG0015562","gene_05446.t1",0,1924,"COG0210@1|root,KOG2108@2759|Eukaryota,38I2J@33154|Opisthokonta,3NUJR@4751|Fungi,3QQ7V@4890|Ascomycota,20BH5@147545|Eurotiomycetes,3S3S7@5042|Eurotiales","4751|Fungi","L","DNA helicase","srs2","GO:0000018,GO:0000725,GO:0000726,GO:0003674,GO:0003678,GO:0003824,GO:0004003,GO:0004386,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006281,GO:0006282,GO:0006301,GO:0006302,GO:0006303,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0008026,GO:0008047,GO:0008094,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009314,GO:0009411,GO:0009416,GO:0009628,GO:0009892,GO:0009893,GO:0009987,GO:0010569,GO:0010604,GO:0010605,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019219,GO:0019222,GO:0022411,GO:0030234,GO:0031297,GO:0031323,GO:0031324,GO:0031325,GO:0032069,GO:0032070,GO:0032071,GO:0032075,GO:0032077,GO:0032079,GO:0032392,GO:0032508,GO:0032984,GO:0032986,GO:0033554,GO:0034641,GO:0034644,GO:0034645,GO:0042623,GO:0043085,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043933,GO:0044093,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044424,GO:0044464,GO:0045005,GO:0045738,GO:0045910,GO:0045934,GO:0045935,GO:0046483,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048585,GO:0050789,GO:0050790,GO:0050794,GO:0050896,GO:0051052,GO:0051053,GO:0051054,GO:0051171,GO:0051172,GO:0051173,GO:0051276,GO:0051336,GO:0051345,GO:0051716,GO:0060255,GO:0065007,GO:0065009,GO:0070035,GO:0071103,GO:0071214,GO:0071478,GO:0071482,GO:0071704,GO:0071824,GO:0071840,GO:0080090,GO:0080134,GO:0080135,GO:0090304,GO:0098772,GO:0104004,GO:0140097,GO:1901360,GO:1901576,GO:2000042,GO:2000779,GO:2000780,GO:2001020,GO:2001021","3.6.4.12","ko:K03657","ko03420,ko03430,map03420,map03430","-","-","-","ko00000,ko00001,ko01000,ko03400","-","-","-","UvrD-helicase,UvrD_C"
"OG0015565","gene_05444.t1",4.43e-296,806,"28XSC@1|root,2QWD7@2759|Eukaryota,39V91@33154|Opisthokonta,3NYDT@4751|Fungi,3QSTG@4890|Ascomycota,20E0J@147545|Eurotiomycetes,3S6DG@5042|Eurotiales","4751|Fungi","E","Taurine catabolism dioxygenase TauD, TfdA family","-","-","-","-","-","-","-","-","-","-","-","-","TauD"
"OG0015565","gene_05444.t1",0,1724,"COG0038@1|root,KOG0475@2759|Eukaryota,38CGM@33154|Opisthokonta,3NU7S@4751|Fungi,3QM3X@4890|Ascomycota,20DBG@147545|Eurotiomycetes,3S7TI@5042|Eurotiales","4751|Fungi","P","chloride channel","GEF2","GO:0003674,GO:0005215,GO:0005216,GO:0005244,GO:0005247,GO:0005253,GO:0005254,GO:0005575,GO:0006810,GO:0006811,GO:0006820,GO:0006821,GO:0008150,GO:0008308,GO:0008509,GO:0015075,GO:0015103,GO:0015108,GO:0015267,GO:0015318,GO:0015698,GO:0016020,GO:0016021,GO:0022803,GO:0022832,GO:0022836,GO:0022838,GO:0022839,GO:0022857,GO:0031224,GO:0034220,GO:0044425,GO:0051179,GO:0051234,GO:0055085,GO:0098656,GO:0098660,GO:0098661,GO:1902476","-","ko:K05012","-","-","-","-","ko00000,ko04040","2.A.49.1.1,2.A.49.1.2,2.A.49.1.3,2.A.49.2.2,2.A.49.2.3,2.A.49.2.8","-","-","CBS,Voltage_CLC"
"OG0015565","gene_05444.t1",1.77e-44,144,"2CYX1@1|root,2S6Z8@2759|Eukaryota,3A85W@33154|Opisthokonta,3P6T0@4751|Fungi,3QYQG@4890|Ascomycota,20J1P@147545|Eurotiomycetes,3SDEJ@5042|Eurotiales","4751|Fungi","S","Fungal protein of unknown function (DUF1748)","-","GO:0000322,GO:0000323,GO:0000324,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464","-","-","-","-","-","-","-","-","-","-","DUF1748"
"OG0015565","gene_05444.t1",0,1501,"COG0124@1|root,KOG1035@2759|Eukaryota,3A0QV@33154|Opisthokonta,3P0VC@4751|Fungi,3QSBI@4890|Ascomycota,20DJU@147545|Eurotiomycetes,3S3C8@5042|Eurotiales","4751|Fungi","J","Protein tyrosine kinase","-","GO:0000166,GO:0002181,GO:0002183,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0004694,GO:0005488,GO:0005524,GO:0006412,GO:0006413,GO:0006417,GO:0006446,GO:0006464,GO:0006468,GO:0006518,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0007049,GO:0007050,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010608,GO:0010629,GO:0010998,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0017148,GO:0019222,GO:0019538,GO:0022402,GO:0030554,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032055,GO:0032057,GO:0032268,GO:0032269,GO:0032553,GO:0032555,GO:0032559,GO:0033554,GO:0034248,GO:0034249,GO:0034641,GO:0034645,GO:0035639,GO:0036094,GO:0036211,GO:0043043,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0043555,GO:0043558,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0045182,GO:0045786,GO:0045947,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051246,GO:0051248,GO:0051716,GO:0051726,GO:0060255,GO:0065007,GO:0071704,GO:0071849,GO:0080090,GO:0097159,GO:0097367,GO:0140096,GO:1901265,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990497,GO:1990611,GO:1990625,GO:2000112,GO:2000113,GO:2000765,GO:2000766","2.7.11.1","ko:K08860,ko:K16194,ko:K16195","ko04137,ko04140,ko04141,ko04210,ko04214,ko04217,ko04932,ko05010,ko05160,ko05162,ko05164,ko05165,ko05167,ko05168,ko05169,ko05203,map04137,map04140,map04141,map04210,map04214,map04217,map04932,map05010,map05160,map05162,map05164,map05165,map05167,map05168,map05169,map05203","-","-","-","ko00000,ko00001,ko01000,ko01001,ko01009,ko03019","-","-","-","Pkinase"
"OG0015565","gene_05444.t1",7.15e-35,119,"29431@1|root,2RAZX@2759|Eukaryota,3AXEQ@33154|Opisthokonta,3PUBH@4751|Fungi,3RDMM@4890|Ascomycota,20Q02@147545|Eurotiomycetes,3S9YY@5042|Eurotiales","4751|Fungi","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"OG0015565","gene_05444.t1",7.67e-58,188,"COG0666@1|root,KOG4177@2759|Eukaryota","2759|Eukaryota","I","spectrin binding","-","-","-","ko:K21440","-","-","-","-","ko00000,ko04131","-","-","-","Ank_2,Ank_4,Ank_5"
"OG0015602","gene_11629.t1",0,887,"KOG1558@1|root,KOG1558@2759|Eukaryota,38FGM@33154|Opisthokonta,3NURY@4751|Fungi,3QN7Z@4890|Ascomycota,20EHI@147545|Eurotiomycetes,3S3U4@5042|Eurotiales","4751|Fungi","P","ZIP family zinc transporter","-","-","-","-","-","-","-","-","-","-","-","-","Zip"
"OG0015602","gene_11629.t1",8.66e-201,560,"2E1TY@1|root,2S942@2759|Eukaryota,39WNV@33154|Opisthokonta,3NZAQ@4751|Fungi,3QRWC@4890|Ascomycota,20C5J@147545|Eurotiomycetes,3S32Z@5042|Eurotiales","4751|Fungi","S","Tho complex subunit 7","-","-","-","ko:K13176","ko03013,map03013","M00405,M00406","-","-","ko00000,ko00001,ko00002,ko03019,ko03041","-","-","-","THOC7"
