Orthogroup	Aspergillus_eucalypticola	Aspergillus_luchuensis	Aspergillus_neoniger	Aspergillus_niger_ASM285	Aspergillus_niger_CBS101883	Aspergillus_piperis	Aspergillus_tubingensis	Aspergillus_vadensis	Aspergillus_welwitschiae_cbs	Aspergillus_welwitschiae_ccmb663	Aspergillus_welwitschiae_ccmb674	Aspergillus_welwitschiae_ihem	Aspergillus_welwitschiae_imrd1	Aspergillus_welwitschiae_item	Aspergillus_welwitschiae_ocstreb1	Aspergillus_welwitschiae_ref_cbs	Neurospora_crassa
OG0000010	"XP_025383872.1, XP_025386067.1, XP_025387406.1, XP_025391424.1"	"XP_041538630.1, XP_041538631.1, XP_041540487.1, XP_041541929.1, XP_041543644.1, XP_041543880.1, XP_041543884.1, XP_041543956.1, XP_041545234.1, XP_041545410.1"	"XP_025474824.1, XP_025476515.1, XP_025484303.1"	"XP_001391335.1, XP_001393311.1"	"XP_025448372.1, XP_025448401.1, XP_025448530.1, XP_025448538.1, XP_025450200.1, XP_025450443.1, XP_025460628.1"	"XP_025509976.1, XP_025511298.1, XP_025520973.1"	XP_035358898.1	"XP_025560952.1, XP_025561604.1, XP_025563920.1, XP_025563921.1, XP_025564616.1"	"gene_06210.t1, gene_06211.t1, gene_12971.t1, gene_13033.t1, gene_13041.t1, gene_13042.t1"	"gene_00032.t1, gene_00370.t1, gene_05732.t1, gene_12432.t1"	"gene_01554.t1, gene_08148.t1"	"gene_10175.t1, gene_12534.t1, gene_12958.t1, gene_13025.t1, gene_13063.t1"	"gene_01349.t1, gene_12335.t1, gene_12734.t1"	"gene_11570.t1, gene_12395.t1, gene_13078.t1"	"gene_04530.t1, gene_12661.t1, gene_13151.t1, gene_13205.t1, gene_13216.t1, gene_13233.t1"	"XP_026619351.1, XP_026619360.1, XP_026619441.1, XP_026619973.1, XP_026626748.1"	
OG0000011		"XP_041540461.1, XP_041540462.1, XP_041541991.1, XP_041543424.1, XP_041543666.1, XP_041544036.1, XP_041544043.1, XP_041545506.1, XP_041548210.1"	XP_025479857.1	"XP_001395701.3, XP_059601279.1, XP_059603580.1, XP_059604207.1, XP_059604228.1"					"gene_12626.t1, gene_12766.t1, gene_12767.t1, gene_12815.t1, gene_12816.t1, gene_12817.t1, gene_12836.t1, gene_12837.t1, gene_12838.t1, gene_12840.t1, gene_12869.t1, gene_12906.t1, gene_12907.t1, gene_13057.t1, gene_13143.t1"	"gene_00938.t1, gene_12011.t1"	"gene_00154.t1, gene_00186.t1, gene_00187.t1, gene_00497.t1, gene_00560.t1, gene_00961.t1, gene_01819.t1, gene_01848.t1, gene_02339.t1, gene_02527.t1"	"gene_12840.t1, gene_12866.t1, gene_12908.t1, gene_12948.t1"	"gene_06799.t1, gene_12186.t1, gene_12187.t1, gene_12314.t1, gene_12537.t1, gene_12538.t1, gene_12651.t1, gene_12680.t1, gene_12687.t1, gene_12769.t1, gene_13078.t1"	"gene_12536.t1, gene_12537.t1, gene_12538.t1, gene_12624.t1, gene_12675.t1, gene_12741.t1, gene_12852.t1, gene_12853.t1, gene_12988.t1, gene_13032.t1"	"gene_12680.t1, gene_13064.t1"		
OG0000012	"XP_025384475.1, XP_025384569.1, XP_025390056.1, XP_025390152.1"	"XP_041543017.1, XP_041543119.1, XP_041544103.1"	"XP_025480242.1, XP_025480853.1, XP_025484332.1"	"XP_001396441.1, XP_001400887.1, XP_001400982.1"	"XP_025451952.1, XP_025456720.1, XP_025458037.1"	"XP_025510049.1, XP_025510950.1, XP_025513988.1"	"XP_035351819.1, XP_035351918.1, XP_035361675.1"	"XP_025558169.1, XP_025566531.1, XP_025566664.1"	"gene_01692.t1, gene_01792.t1, gene_07337.t1, gene_09626.t1"	"gene_00506.t1, gene_00610.t1, gene_01477.t1, gene_02100.t1, gene_02679.t1, gene_05698.t1"	"gene_03370.t1, gene_03473.t1, gene_08282.t1, gene_10300.t1, gene_10851.t1, gene_11349.t1"	"gene_02363.t1, gene_03463.t1, gene_08330.t1, gene_11415.t1, gene_12631.t1, gene_12723.t1"	"gene_02985.t1, gene_06745.t1, gene_09531.t1, gene_09631.t1, gene_09876.t1"	"gene_01679.t1, gene_02435.t1, gene_03894.t1, gene_04376.t1, gene_09875.t1"	"gene_03470.t1, gene_06528.t1, gene_07424.t1, gene_09461.t1, gene_11658.t1"	"XP_026622903.1, XP_026625077.1, XP_026631093.1, XP_026631189.1"	XP_958529.1
OG0000013	"XP_025386199.1, XP_025387379.1, XP_025388298.1, XP_025393558.1"	"XP_041539028.1, XP_041542233.1, XP_041547899.1, XP_041549113.1"	"XP_025473943.1, XP_025474853.1, XP_025476116.1, XP_025479175.1"	"XP_001388457.3, XP_001395285.1, XP_059601502.1, XP_059605839.1"	"XP_025448336.1, XP_025449525.1, XP_025451063.1, XP_025458302.1"	"XP_025512381.1, XP_025514610.1, XP_025520375.1, XP_025521348.1"	"XP_035354588.1, XP_035355974.1, XP_035361057.1, XP_035362349.1"	"XP_025558310.1, XP_025559731.1, XP_025560308.1, XP_025561634.1"	"gene_03877.t1, gene_04432.t1, gene_07188.t1, gene_12156.t1"	"gene_00794.t1, gene_08291.t1, gene_08509.t1, gene_10212.t1"	"gene_01782.t1, gene_05664.t1, gene_09389.t1, gene_12457.t1"	"gene_00461.t1, gene_05414.t1, gene_08579.t1, gene_12513.t1"	"gene_00077.t1, gene_04984.t1, gene_08530.t1, gene_10449.t1"	"gene_07133.t1, gene_08617.t1, gene_10300.t1, gene_11654.t1"	"gene_00315.t1, gene_07836.t1, gene_10255.t1, gene_11150.t1"	"XP_026620495.1, XP_026625443.1, XP_026628066.1, XP_026628932.1"	"XP_011394235.1, XP_011394236.1"
OG0000014	"XP_025381977.1, XP_025383342.1, XP_025390084.1, XP_025393505.1"	"XP_041538808.1, XP_041539083.1, XP_041543091.1, XP_041545526.1"	"XP_025473833.1, XP_025476061.1, XP_025476947.1, XP_025480168.1"	"XP_001388499.1, XP_001391125.1, XP_001397291.1, XP_001400950.1"	"XP_025448508.1, XP_025449760.1, XP_025456695.1, XP_025460462.1"	"XP_025511258.1, XP_025513962.1, XP_025520427.1, XP_025521141.1"	"XP_035351891.1, XP_035353521.1, XP_035356023.1, XP_035359064.1"	"XP_025557169.1, XP_025560363.1, XP_025561264.1, XP_025566635.1"	"gene_01721.t1, gene_08445.t1, gene_08673.t1, gene_12548.t1"	"gene_00535.t1, gene_02409.t1, gene_02708.t1, gene_08344.t1"	"gene_03445.t1, gene_05775.t1, gene_11286.t1, gene_12039.t1"	"gene_00650.t1, gene_03492.t1, gene_10486.t1, gene_12372.t1"	"gene_01167.t1, gene_06848.t1, gene_08576.t1, gene_09560.t1"	"gene_03922.t1, gene_05198.t1, gene_06231.t1, gene_11482.t1"	"gene_03440.t1, gene_03816.t1, gene_04712.t1, gene_07477.t1"	"XP_026620045.1, XP_026624112.1, XP_026624248.1, XP_026631120.1"	XP_960546.1
OG0000015	"XP_025384493.1, XP_025385775.1, XP_025388864.1"	"XP_041538856.1, XP_041542625.1, XP_041543473.1, XP_041544086.1"	"XP_025475418.1, XP_025480768.1, XP_025480836.1, XP_025482473.1"	"XP_001389877.1, XP_059601440.1, XP_059602167.1, XP_059605064.1"	"XP_025449389.1, XP_025455227.1, XP_025457800.1, XP_025458018.1"	"XP_025510580.1, XP_025510654.1, XP_025520202.1, XP_025520611.1"	"XP_035360275.1, XP_035361690.1, XP_035361756.1, XP_035361981.1"	"XP_025558081.1, XP_025558150.1, XP_025563064.1, XP_025565877.1"	"gene_06933.t1, gene_08980.t1, gene_09646.t1, gene_09723.t1, gene_11993.t1"	"gene_02081.t1, gene_04103.t1, gene_04632.t1, gene_11220.t1"	"gene_02949.t1, gene_07352.t1, gene_08783.t1"	"gene_01331.t1, gene_02270.t1, gene_02343.t1, gene_05468.t1"	"gene_00569.t1, gene_07362.t1, gene_09787.t1, gene_09857.t1"	"gene_00855.t1, gene_04397.t1, gene_06995.t1, gene_08651.t1"	"gene_04922.t1, gene_09481.t1, gene_11056.t1"	"XP_026620601.1, XP_026622922.1, XP_026622991.1, XP_026623761.1, XP_026625751.1"	XP_961194.1
OG0000016	"XP_025386356.1, XP_025388397.1, XP_025390082.1"	"XP_041541629.1, XP_041543093.1, XP_041544244.1"	"XP_025475285.1, XP_025480166.1, XP_025483430.1"	"XP_001390333.1, XP_001398874.1, XP_001400953.1, XP_059602903.1"	"XP_025449181.1, XP_025453991.1, XP_025456479.1, XP_025456697.1"	"XP_025512927.1, XP_025513964.1, XP_025519477.1"	"XP_035351226.1, XP_035351893.1, XP_035361542.1"	"XP_025562410.1, XP_025565371.1, XP_025566638.1"	"gene_01718.t1, gene_04922.t1, gene_10034.t1, gene_12368.t1"	"gene_00532.t1, gene_01183.t1, gene_04384.t1, gene_11619.t1"	"gene_00226.t1, gene_02409.t1, gene_03447.t1, gene_10604.t1"	"gene_03490.t1, gene_06196.t1, gene_06674.t1, gene_11369.t1"	"gene_00015.t1, gene_07945.t1, gene_08993.t1, gene_09558.t1"	"gene_00034.t1, gene_03920.t1, gene_10200.t1, gene_12138.t1"	"gene_01429.t1, gene_01568.t1, gene_03443.t1, gene_09665.t1"	"XP_026620249.1, XP_026622478.1, XP_026627871.1, XP_026631118.1"	"XP_958280.1, XP_963045.1"
OG0000017	XP_025389739.1	"XP_041539773.1, XP_041543556.1, XP_041543570.1, XP_041543585.1, XP_041543646.1, XP_041543647.1, XP_041543768.1, XP_041543848.1"	XP_025476335.1	"XP_059599552.1, XP_059599710.1"	XP_025456275.1	XP_025519931.1	"XP_035356705.1, XP_035356706.1"	"XP_025557733.1, XP_025557763.1, XP_025557768.1, XP_025557800.1, XP_025560879.1, XP_025568078.1"	"gene_02504.t1, gene_12683.t1, gene_13059.t1, gene_13106.t1"	gene_08689.t1	"gene_00160.t1, gene_00941.t1, gene_02090.t1, gene_03672.t1, gene_03838.t1, gene_06403.t1"	gene_10220.t1	gene_00725.t1	"gene_02023.t1, gene_12300.t1, gene_12327.t1, gene_12663.t1, gene_12664.t1, gene_12699.t1, gene_12757.t1, gene_12898.t1, gene_13103.t1, gene_13113.t1"	"gene_12913.t1, gene_12941.t1, gene_13072.t1, gene_13161.t1"	"XP_026619197.1, XP_026619237.1, XP_026619322.1, XP_026619586.1, XP_026619606.1, XP_026619630.1, XP_026619736.1, XP_026619841.1, XP_026619856.1, XP_026629953.1"	
OG0000018	"XP_025388711.1, XP_025389234.1, XP_025389236.1, XP_025392204.1, XP_025393520.1"	"XP_041538821.1, XP_041546508.1, XP_041548478.1"	"XP_025473842.1, XP_025475565.1, XP_025476079.1, XP_025478427.1, XP_025480112.1, XP_025482950.1"	"XP_059601625.1, XP_059604513.1"	XP_025455003.1	"XP_025513177.1, XP_025516842.1, XP_025521152.1"	"XP_035352606.1, XP_035356010.1, XP_035357852.1, XP_035357853.1, XP_035359074.1"	"XP_025560348.1, XP_025561275.1, XP_025561290.1, XP_025564736.1, XP_025565697.1"	"gene_03406.t1, gene_04041.t1, gene_08160.t1, gene_11561.t1"	"gene_04862.t1, gene_05363.t1, gene_05499.t1"	"gene_00877.t1, gene_05161.t1, gene_08879.t1"	"gene_02247.t1, gene_04132.t1, gene_05065.t1, gene_05066.t1"	"gene_02781.t1, gene_11380.t1, gene_11381.t1"	"gene_11721.t1, gene_12192.t1, gene_12193.t1"	"gene_00284.t1, gene_08103.t1, gene_08239.t1"	"XP_026621120.1, XP_026628371.1, XP_026629219.1"	"XP_961930.1, XP_965031.2"
OG0000019	"XP_025388757.1, XP_025391985.1, XP_025393123.1"	"XP_041539478.1, XP_041542733.1, XP_041548249.1"	"XP_025474311.1, XP_025482267.1, XP_025482738.1"	"XP_001388969.1, XP_001393968.1, XP_001394312.1"	"XP_025454801.1, XP_025455973.1, XP_025458804.1"	"XP_025515358.1, XP_025519975.1, XP_025520497.1"	"XP_035356418.1, XP_035357612.1, XP_035361874.1"	"XP_025559272.1, XP_025560987.1, XP_025561531.1, XP_025566276.1"	"gene_02816.t1, gene_02930.t1, gene_06818.t1"	"gene_05254.t1, gene_09003.t1, gene_11286.t1, gene_12023.t1, gene_12474.t1"	"gene_01205.t1, gene_03067.t1, gene_08483.t1"	"gene_01215.t1, gene_02114.t1, gene_07415.t1, gene_12246.t1, gene_12682.t1"	"gene_01045.t1, gene_02310.t1, gene_07246.t1"	"gene_03324.t1, gene_05743.t1, gene_11115.t1, gene_11934.t1, gene_12324.t1"	"gene_00789.t1, gene_03066.t1, gene_04807.t1"	"XP_026625631.1, XP_026629522.1, XP_026630253.1"	XP_958274.1
OG0000020	"XP_025381970.1, XP_025389269.1"	"XP_041538801.1, XP_041546537.1, XP_041548476.1"	"XP_025473826.1, XP_025475519.1"	"XP_059600836.1, XP_059601623.1, XP_059605695.1"	"XP_025449069.1, XP_025452932.1, XP_025460469.1"	"XP_025516978.1, XP_025521134.1"	"XP_035352574.1, XP_035357850.1, XP_035359057.1"	"XP_025561257.1, XP_025564764.1"	"gene_03404.t1, gene_04574.t1, gene_08666.t1, gene_09178.t1"	"gene_02402.t1, gene_05497.t1, gene_05931.t1, gene_10073.t1"	"gene_01648.t1, gene_05768.t1, gene_07517.t1, gene_10385.t1"	"gene_04168.t1, gene_05063.t1, gene_06970.t1, gene_10479.t1"	"gene_00218.t1, gene_01175.t1, gene_02779.t1, gene_08706.t1"	"gene_06239.t1, gene_06446.t1, gene_10831.t1, gene_11719.t1"	"gene_00243.t1, gene_04705.t1, gene_08237.t1, gene_08457.t1, gene_12305.t1"	"XP_026623318.1, XP_026624105.1, XP_026628203.1"	"XP_011394334.1, XP_011394335.1, XP_961868.1"
OG0000021	"XP_025384219.1, XP_025386044.1, XP_025386692.1"	"XP_041537653.1, XP_041537654.1, XP_041545268.1, XP_041547364.1"	"XP_025480505.1, XP_025481163.1, XP_025484709.1"	"XP_001393157.3, XP_001400234.1, XP_059604825.1, XP_059605690.1"	"XP_025450653.1, XP_025457924.1, XP_025459461.1"	"XP_025513760.1, XP_025514252.1, XP_025518578.1"	"XP_035355650.1, XP_035359295.1, XP_035360794.1"	"XP_025564257.1, XP_025564479.1, XP_025565944.1"	"gene_05090.t1, gene_08047.t1, gene_09793.t1, gene_09794.t1"	"gene_03881.t1, gene_09315.t1, gene_11143.t1"	"gene_10959.t1, gene_11403.t1, gene_12615.t1, gene_12617.t1"	"gene_00015.t1, gene_08656.t1, gene_10609.t1"	"gene_03157.t1, gene_03765.t1, gene_07610.t1"	"gene_03450.t1, gene_04819.t1, gene_08228.t1"	"gene_01815.t1, gene_01817.t1, gene_05113.t1, gene_09180.t1"	"XP_026622784.1, XP_026624539.1, XP_026627363.1"	XP_959787.1
OG0000022	"XP_025386244.1, XP_025391442.1"	"XP_041545095.1, XP_041548174.1"	XP_025479824.1	"XP_059601241.1, XP_059605454.1"	"XP_025452673.1, XP_025454742.1"	"XP_025515427.1, XP_025516694.1, XP_025519404.1"	"XP_035356124.1, XP_035357556.1, XP_035359438.1"	"XP_025559370.1, XP_025560457.1, XP_025564340.1"	"gene_00844.t1, gene_01911.t1, gene_02988.t1, gene_08502.t1"	"gene_05197.t1, gene_06773.t1, gene_06774.t1, gene_09754.t1"	"gene_01146.t1, gene_03253.t1"	"gene_02055.t1, gene_02864.t1, gene_03550.t1, gene_10394.t1, gene_11069.t1, gene_12020.t1"	"gene_02371.t1, gene_02884.t1, gene_06803.t1, gene_09745.t1, gene_11149.t1, gene_11150.t1"	"gene_05803.t1, gene_06515.t1, gene_06516.t1, gene_08119.t1, gene_09199.t1, gene_11325.t1"	"gene_03127.t1, gene_03769.t1, gene_07931.t1, gene_10692.t1"	"XP_026624301.1, XP_026629579.1, XP_026631306.1, XP_026631405.1"	
OG0000023	"XP_025389285.1, XP_025389780.1, XP_025389915.1"	"XP_041539597.1, XP_041539734.1, XP_041546558.1, XP_041548531.1"	"XP_025475537.1, XP_025484804.1, XP_025484937.1"	"XP_001389117.3, XP_001389277.1"	"XP_025449060.1, XP_025456098.1, XP_025456237.1"	"XP_025516997.1, XP_025519896.1, XP_025520087.1, XP_025521021.1"	"XP_035352557.1, XP_035356536.1, XP_035356665.1"	"XP_025564793.1, XP_025567903.1, XP_025568039.1"	"gene_02548.t1, gene_02694.t1, gene_09188.t1, gene_12753.t1"	"gene_05937.t1, gene_08734.t1, gene_08880.t1"	"gene_06446.t1, gene_08090.t1, gene_08091.t1, gene_08608.t1, gene_10402.t1"	"gene_04177.t1, gene_06564.t1, gene_09284.t1"	"gene_00770.t1, gene_00915.t1, gene_08716.t1"	"gene_00265.t1, gene_02068.t1, gene_12283.t1"	"gene_00232.t1, gene_00921.t1, gene_01066.t1"	"XP_026619769.1, XP_026623328.1, XP_026629996.1, XP_026630136.1"	XP_957495.1
OG0000024	"XP_025391051.1, XP_025392394.1"	"XP_041538130.1, XP_041545155.1, XP_041548678.1"	"XP_025474773.1, XP_025476568.1, XP_025478820.1, XP_025480593.1"	"XP_001391950.1, XP_001393044.1, XP_001394816.3"	"XP_025451496.1, XP_025452750.1, XP_025460094.1"	"XP_025509551.1, XP_025510454.1, XP_025513669.1, XP_025521446.1"	"XP_035358053.1, XP_035358445.1, XP_035358854.1, XP_035359380.1"	"XP_025560169.1, XP_025562125.1, XP_025563869.1"	"gene_00148.t1, gene_00774.t1, gene_03622.t1"	"gene_05104.t1, gene_05716.t1, gene_06263.t1"	"gene_02160.t1, gene_04695.t1, gene_10137.t1"	"gene_03044.t1, gene_08032.t1, gene_08348.t1, gene_12577.t1"	"gene_03003.t1, gene_05466.t1, gene_11223.t1, gene_12361.t1"	"gene_04732.t1, gene_05422.t1, gene_11097.t1, gene_12650.t1"	"gene_07442.t1, gene_08999.t1, gene_13099.t1"	"XP_026629417.1, XP_026631329.1, XP_026632132.1"	XP_955910.1
OG0000025	"XP_025386257.1, XP_025386265.1, XP_025388247.1, XP_025389763.1"	"XP_041539751.1, XP_041542299.1, XP_041542352.1"	XP_025473666.1	"XP_001393417.1, XP_001394618.1, XP_001398545.1, XP_001400047.1, XP_003188676.2, XP_003188677.2, XP_003188695.2, XP_003188761.2, XP_003188790.2, XP_003188805.2, XP_003188848.2, XP_059601646.1, XP_059602194.1, XP_059602195.1, XP_059606090.1, XP_059606095.1"	"XP_025448176.1, XP_025456256.1, XP_025457978.1"	"XP_025512443.1, XP_025512491.1, XP_025512492.1, XP_025517473.1, XP_025519912.1"	"XP_035356685.1, XP_035357228.1, XP_035362297.1"	"XP_025559783.1, XP_025568058.1"	"gene_02527.t1, gene_05723.t1"	"gene_08712.t1, gene_10844.t1"	"gene_06426.t1, gene_09874.t1"	"gene_03569.t1, gene_09263.t1"	"gene_00749.t1, gene_03985.t1"	"gene_02047.t1, gene_04065.t1"	"gene_01087.t1, gene_02364.t1, gene_10137.t1"	XP_026626820.1	
OG0000026	"XP_025386068.1, XP_025392184.1"	"XP_041541934.1, XP_041542005.1, XP_041542356.1, XP_041544048.1, XP_041548458.1"	"XP_025474296.1, XP_025475645.1, XP_025482930.1"	"XP_001390199.1, XP_001393220.3, XP_059604234.1, XP_059605189.1, XP_059605469.1, XP_059606210.1"	"XP_025448235.1, XP_025450199.1, XP_025451399.1, XP_025452760.1, XP_025453076.1, XP_025455189.1, XP_025455893.1, XP_025456389.1"	XP_025513158.1	XP_035357832.1	"XP_025558121.1, XP_025559833.1, XP_025561309.1, XP_025562258.1"	"gene_12052.t1, gene_12872.t1"	"gene_03544.t1, gene_08271.t1, gene_12518.t1"	"gene_02512.t1, gene_12432.t1"	"gene_06768.t1, gene_06769.t1, gene_12685.t1, gene_12844.t1"	"gene_08041.t1, gene_10494.t1"	"gene_09501.t1, gene_12335.t1, gene_12877.t1"	"gene_08219.t1, gene_12782.t1, gene_12798.t1"	"XP_026619614.1, XP_026620563.1"	XP_958261.1
OG0000027	XP_025383612.1	"XP_041541978.1, XP_041543633.1, XP_041543634.1, XP_041544907.1"	"XP_025473691.1, XP_025480130.1"	XP_001401870.1	"XP_025448671.1, XP_025457440.1"	XP_025515173.1	XP_035353976.1	"XP_025557470.1, XP_025557738.1, XP_025558059.1, XP_025560834.1, XP_025560976.1, XP_025567375.1"	gene_00710.t1	gene_02594.t1	"gene_04954.t1, gene_05618.t1"	"gene_03183.t1, gene_12453.t1, gene_12623.t1, gene_12880.t1, gene_12949.t1"	"gene_06136.t1, gene_06795.t1, gene_12683.t1, gene_12686.t1, gene_13082.t1"	"gene_01929.t1, gene_11888.t1, gene_12097.t1, gene_12723.t1, gene_12849.t1, gene_13137.t1, gene_13140.t1"	"gene_06386.t1, gene_11590.t1, gene_12771.t1, gene_12943.t1"	"XP_026619364.1, XP_026619515.1, XP_026619594.1, XP_026619871.1, XP_026619892.1, XP_026620577.1, XP_026632753.1"	XP_955798.3
OG0000028	"XP_025387296.1, XP_025391065.1, XP_025393232.1"	"XP_041538143.1, XP_041539382.1, XP_041549192.1"	"XP_025477093.1, XP_025478833.1, XP_025482158.1"	"XP_001388840.3, XP_001391935.3, XP_001395377.3"	"XP_025449978.1, XP_025451480.1, XP_025453730.1"	"XP_025510470.1, XP_025511602.1, XP_025516260.1"	"XP_035354511.1, XP_035356323.1, XP_035358458.1"	"XP_025558404.1, XP_025560184.1, XP_025561715.1"	"gene_00161.t1, gene_03930.t1, gene_11365.t1"	"gene_00412.t1, gene_03373.t1, gene_05091.t1"	"gene_02147.t1, gene_06540.t1, gene_08365.t1"	"gene_00378.t1, gene_03057.t1, gene_12077.t1"	"gene_04186.t1, gene_05479.t1, gene_10502.t1"	"gene_00907.t1, gene_04629.t1, gene_05436.t1"	"gene_00671.t1, gene_09012.t1, gene_11928.t1"	"XP_026621313.1, XP_026628987.1, XP_026632148.1"	"XP_011393179.1, XP_011393180.1, XP_956154.2"
OG0000029	"XP_025388342.1, XP_025391312.1"	"XP_041538401.1, XP_041547949.1, XP_041547950.1, XP_041547951.1"	"XP_025475407.1, XP_025479129.1, XP_025484160.1"	"XP_059600955.1, XP_059606218.1, XP_059606219.1"	"XP_025452771.1, XP_025452772.1, XP_025455578.1"	"XP_025514559.1, XP_025520734.1"	"XP_035358684.1, XP_035361791.1"	"XP_025557781.1, XP_025557783.1, XP_025557813.1, XP_025558359.1, XP_025558360.1, XP_025558361.1, XP_025563689.1"	"gene_00412.t1, gene_12380.t1, gene_12628.t1, gene_12629.t1, gene_12672.t1"	"gene_01885.t1, gene_06280.t1"	"gene_09632.t1, gene_10151.t1"	"gene_08050.t1, gene_10809.t1, gene_12492.t1"	"gene_05731.t1, gene_11242.t1, gene_11766.t1"	"gene_07616.t1, gene_11746.t1, gene_12034.t1"	"gene_04449.t1, gene_09080.t1"	"XP_026619894.1, XP_026619933.1, XP_026620199.1, XP_026632434.1"	XP_958936.2
OG0000030	"XP_025391074.1, XP_025392969.1, XP_025393503.1"	"XP_041536772.1, XP_041538152.1, XP_041539084.1"	"XP_025476059.1, XP_025477499.1, XP_025478847.1"	"XP_001388501.1, XP_001389980.1, XP_059605406.1"	"XP_025448506.1, XP_025451462.1, XP_025453251.1"	"XP_025510486.1, XP_025512551.1, XP_025520429.1"	"XP_035354809.1, XP_035356025.1, XP_035358464.1"	"XP_025560194.1, XP_025560364.1, XP_025563213.1"	"gene_00175.t1, gene_11062.t1, gene_12550.t1, gene_12727.t1"	"gene_03716.t1, gene_05075.t1, gene_08346.t1"	"gene_02131.t1, gene_10988.t1, gene_11285.t1"	"gene_03072.t1, gene_04664.t1, gene_11286.t1"	"gene_05495.t1, gene_07800.t1, gene_08577.t1"	"gene_04869.t1, gene_05453.t1, gene_12625.t1"	"gene_05979.t1, gene_07478.t1, gene_09027.t1"	"XP_026619791.1, XP_026620047.1, XP_026621615.1, XP_026632166.1"	XP_964354.1
OG0000031		"XP_041541955.1, XP_041543516.1, XP_041543541.1, XP_041543583.1, XP_041543686.1, XP_041543800.1, XP_041543801.1, XP_041543854.1, XP_041543869.1, XP_041543903.1, XP_041543974.1"		"XP_059603670.1, XP_059606935.1"	"XP_025448184.1, XP_025448978.1, XP_025448987.1"			"XP_025557805.1, XP_025557814.1, XP_025560818.1, XP_025560949.1, XP_025560974.1"		gene_00363.t1		"gene_12691.t1, gene_12768.t1, gene_12903.t1, gene_12952.t1, gene_13012.t1, gene_13098.t1"		"gene_12352.t1, gene_13058.t1, gene_13069.t1, gene_13101.t1, gene_13167.t1, gene_13197.t1"	"gene_12565.t1, gene_12693.t1, gene_12708.t1, gene_12891.t1, gene_13166.t1, gene_13202.t1"	"XP_026619180.1, XP_026619271.1, XP_026619282.1, XP_026619290.1, XP_026619408.1, XP_026619529.1, XP_026619543.1, XP_026619581.1, XP_026619845.1, XP_026619944.1, XP_026620314.1"	
OG0000032	"XP_025382951.1, XP_025383451.1, XP_025391655.1"	"XP_041538514.1, XP_041540941.1, XP_041541542.1"	"XP_025474383.1, XP_025475789.1, XP_025476641.1"	"XP_001391480.1, XP_059604068.1, XP_059606597.1"	"XP_025449832.1, XP_025456889.1, XP_025460750.1"	"XP_025512840.1, XP_025519183.1, XP_025520854.1"	"XP_035351137.1, XP_035358791.1, XP_035359643.1"	"XP_025557932.1, XP_025563803.1, XP_025565286.1"	"gene_01064.t1, gene_06091.t1, gene_07645.t1"	"gene_02672.t1, gene_04476.t1, gene_07473.t1, gene_10765.t1"	"gene_00320.t1, gene_01921.t1, gene_09749.t1"	"gene_05665.t1, gene_05931.t1, gene_07645.t1"	"gene_01472.t1, gene_01898.t1, gene_10933.t1"	"gene_05033.t1, gene_07421.t1, gene_09378.t1"	"gene_01659.t1, gene_05603.t1, gene_10966.t1"	"XP_026624924.1, XP_026626617.1, XP_026631632.1"	XP_962163.2
OG0000033	"XP_025386447.1, XP_025390136.1, XP_025393282.1"	"XP_041539328.1, XP_041543032.1, XP_041544346.1"	"XP_025474689.1, XP_025480224.1, XP_025482108.1"	"XP_001388766.1, XP_001390433.1, XP_001400902.1"	"XP_025450038.1, XP_025451964.1, XP_025456573.1"	"XP_025510935.1, XP_025516314.1, XP_025519568.1"	"XP_035351835.1, XP_035356271.1, XP_035361450.1"	"XP_025558453.1, XP_025562314.1, XP_025566517.1"	"gene_01778.t1, gene_06681.t1, gene_10465.t1, gene_10678.t1"	"gene_00469.t1, gene_00596.t1, gene_01082.t1"	"gene_03382.t1, gene_06013.t1, gene_08306.t1"	"gene_01644.t1, gene_07827.t1, gene_11428.t1"	"gene_04510.t1, gene_07846.t1, gene_09618.t1"	"gene_00963.t1, gene_08308.t1, gene_11439.t1"	"gene_00615.t1, gene_03383.t1, gene_08792.t1"	"XP_026621875.1, XP_026622121.1, XP_026626062.1, XP_026631176.1"	
OG0000034	"XP_025382843.1, XP_025386504.1, XP_025388960.1"	"XP_041542594.1, XP_041544405.1, XP_041546845.1"	"XP_025475655.1, XP_025479386.1, XP_025482575.1"	"XP_001390511.3, XP_001393717.1, XP_001396084.1"	"XP_025451360.1, XP_025456641.1, XP_025459036.1"	"XP_025517281.1, XP_025519637.1, XP_025521582.1"	"XP_035352261.1, XP_035361380.1, XP_035362075.1"	"XP_025557620.1, XP_025562249.1, XP_025562967.1"	"gene_07025.t1, gene_10467.t1, gene_10594.t1"	"gene_01014.t1, gene_06860.t1, gene_09538.t1"	"gene_04597.t1, gene_05937.t1, gene_06359.t1"	"gene_01426.t1, gene_01583.t1, gene_08854.t1"	"gene_07454.t1, gene_12074.t1, gene_12996.t1"	"gene_02799.t1, gene_03816.t1, gene_06880.t1"	"gene_05018.t1, gene_08861.t1, gene_12037.t1"	"XP_026622015.1, XP_026622122.1, XP_026625858.1"	XP_961338.2
