Orthogroup,query,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs,blast hits,best hit (e-value|query coverage|percent identity),interproscan result,found,fpkm
OG0012438,gene_05328.t1,0,991,"28HEQ@1|root,2QPST@2759|Eukaryota,38D0H@33154|Opisthokonta,3NX0F@4751|Fungi,3QJYC@4890|Ascomycota",4751|Fungi,G,"Splits internally a 1,3-beta-glucan molecule and transfers the newly generated reducing end (the donor) to the non- reducing end of another 1,3-beta-glucan molecule (the acceptor) forming a 1,3-beta linkage, resulting in the elongation of 1,3- beta-glucan chains in the cell wall",-,"GO:0000271,GO:0000935,GO:0000936,GO:0003674,GO:0003824,GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0005975,GO:0005976,GO:0006073,GO:0006074,GO:0006075,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009250,GO:0009272,GO:0009277,GO:0009897,GO:0009986,GO:0009987,GO:0010383,GO:0016020,GO:0016043,GO:0016051,GO:0016740,GO:0030312,GO:0030427,GO:0030428,GO:0031224,GO:0031225,GO:0031226,GO:0031233,GO:0031362,GO:0031505,GO:0032153,GO:0032155,GO:0033692,GO:0034406,GO:0034407,GO:0034410,GO:0034411,GO:0034637,GO:0034645,GO:0042123,GO:0042124,GO:0042546,GO:0043170,GO:0043188,GO:0044036,GO:0044038,GO:0044042,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044262,GO:0044264,GO:0044425,GO:0044426,GO:0044459,GO:0044462,GO:0044464,GO:0045229,GO:0046658,GO:0051273,GO:0051274,GO:0051278,GO:0051286,GO:0070589,GO:0070592,GO:0070879,GO:0070880,GO:0071554,GO:0071555,GO:0071704,GO:0071840,GO:0071852,GO:0071944,GO:0071966,GO:0071969,GO:0071970,GO:0098552,GO:1901576",-,-,-,-,-,-,-,-,-,-,"Glyco_hydro_72,X8",,,,,
OG0016343,gene_05329.t1,0,2180,"COG0369@1|root,COG2124@1|root,KOG0157@2759|Eukaryota,KOG1158@2759|Eukaryota,39V1D@33154|Opisthokonta,3NXJJ@4751|Fungi,3QN4E@4890|Ascomycota,20BN3@147545|Eurotiomycetes,3S6JJ@5042|Eurotiales",4751|Fungi,Q,Belongs to the cytochrome P450 family,-,-,"1.14.14.1,1.6.2.4",ko:K14338,"ko00071,ko00380,ko00627,ko01120,map00071,map00380,map00627,map01120",-,"R03629,R04121,R05259","RC00046,RC01311","ko00000,ko00001,ko00199,ko01000",-,-,-,"FAD_binding_1,Flavodoxin_1,NAD_binding_1,p450",,,,,
OG0015335,gene_05417.t1,0,1646,"KOG4299@1|root,KOG4299@2759|Eukaryota,38CTP@33154|Opisthokonta,3NXE4@4751|Fungi,3QQ8M@4890|Ascomycota,20B2J@147545|Eurotiomycetes,3S58H@5042|Eurotiales",4751|Fungi,S,PHD finger domain protein,-,"GO:0000118,GO:0000122,GO:0000228,GO:0000785,GO:0000790,GO:0000976,GO:0000977,GO:0001012,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003682,GO:0003690,GO:0003712,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005694,GO:0006139,GO:0006275,GO:0006325,GO:0006338,GO:0006342,GO:0006351,GO:0006354,GO:0006355,GO:0006357,GO:0006366,GO:0006368,GO:0006464,GO:0006476,GO:0006725,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0016043,GO:0016070,GO:0016458,GO:0016569,GO:0016570,GO:0016575,GO:0016740,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0019538,GO:0019787,GO:0030174,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0031974,GO:0031981,GO:0032221,GO:0032774,GO:0032991,GO:0034641,GO:0034645,GO:0034654,GO:0035601,GO:0036211,GO:0040029,GO:0042393,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043412,GO:0043565,GO:0044212,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044451,GO:0044454,GO:0044464,GO:0045814,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0045944,GO:0046483,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0050789,GO:0050794,GO:0051052,GO:0051171,GO:0051172,GO:0051173,GO:0051252,GO:0051253,GO:0051254,GO:0051276,GO:0060194,GO:0060195,GO:0060255,GO:0061587,GO:0061659,GO:0065007,GO:0070013,GO:0070647,GO:0070822,GO:0071704,GO:0071840,GO:0080090,GO:0090304,GO:0090329,GO:0097159,GO:0097659,GO:0098732,GO:0140096,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901576,GO:1902494,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:1990837,GO:2000112,GO:2000113,GO:2001141",-,-,-,-,-,-,-,-,-,-,PHD,,,,,
OG0015565,gene_05444.t1,0,1724,"COG0038@1|root,KOG0475@2759|Eukaryota,38CGM@33154|Opisthokonta,3NU7S@4751|Fungi,3QM3X@4890|Ascomycota,20DBG@147545|Eurotiomycetes,3S7TI@5042|Eurotiales",4751|Fungi,P,chloride channel,GEF2,"GO:0003674,GO:0005215,GO:0005216,GO:0005244,GO:0005247,GO:0005253,GO:0005254,GO:0005575,GO:0006810,GO:0006811,GO:0006820,GO:0006821,GO:0008150,GO:0008308,GO:0008509,GO:0015075,GO:0015103,GO:0015108,GO:0015267,GO:0015318,GO:0015698,GO:0016020,GO:0016021,GO:0022803,GO:0022832,GO:0022836,GO:0022838,GO:0022839,GO:0022857,GO:0031224,GO:0034220,GO:0044425,GO:0051179,GO:0051234,GO:0055085,GO:0098656,GO:0098660,GO:0098661,GO:1902476",-,ko:K05012,-,-,-,-,"ko00000,ko04040","2.A.49.1.1,2.A.49.1.2,2.A.49.1.3,2.A.49.2.2,2.A.49.2.3,2.A.49.2.8",-,-,"CBS,Voltage_CLC",,,,,
OG0015562,gene_05446.t1,0,4645,"COG5253@1|root,KOG0230@2759|Eukaryota,38BIU@33154|Opisthokonta,3NX7J@4751|Fungi,3QNPC@4890|Ascomycota,20BDH@147545|Eurotiomycetes,3S6E0@5042|Eurotiales",4751|Fungi,T,1-phosphatidylinositol-3-phosphate 5-kinase (Fab1),MDM12,"GO:0000166,GO:0000285,GO:0000322,GO:0000323,GO:0000324,GO:0000329,GO:0000749,GO:0000750,GO:0003674,GO:0003824,GO:0005488,GO:0005524,GO:0005543,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005768,GO:0005773,GO:0005774,GO:0005942,GO:0006464,GO:0006629,GO:0006644,GO:0006650,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0007154,GO:0007165,GO:0007186,GO:0008144,GO:0008150,GO:0008152,GO:0008289,GO:0009987,GO:0010008,GO:0010033,GO:0012505,GO:0016020,GO:0016192,GO:0016197,GO:0016301,GO:0016307,GO:0016310,GO:0016482,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0019236,GO:0019538,GO:0019637,GO:0019898,GO:0023052,GO:0030258,GO:0030554,GO:0031090,GO:0031136,GO:0031137,GO:0031139,GO:0031410,GO:0031982,GO:0032005,GO:0032266,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0035032,GO:0035091,GO:0035639,GO:0036094,GO:0036211,GO:0042147,GO:0042221,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0043900,GO:0043902,GO:0044237,GO:0044238,GO:0044255,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044425,GO:0044433,GO:0044437,GO:0044440,GO:0044444,GO:0044446,GO:0044464,GO:0046486,GO:0046488,GO:0046834,GO:0046854,GO:0046907,GO:0046999,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0050896,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0051716,GO:0061695,GO:0065007,GO:0070647,GO:0070772,GO:0070887,GO:0071310,GO:0071444,GO:0071704,GO:0097159,GO:0097367,GO:0097708,GO:0098588,GO:0098796,GO:0098805,GO:0098852,GO:1901265,GO:1901363,GO:1901564,GO:1901981,GO:1902494,GO:1990234,GO:2000241,GO:2000243",2.7.1.150,ko:K00921,"ko00562,ko04070,ko04145,ko04810,map00562,map04070,map04145,map04810",-,"R05802,R10951","RC00002,RC00078","ko00000,ko00001,ko01000,ko04131",-,-,-,"Cpn60_TCP1,FYVE,PIP5K",,,,,
OG0015081,gene_05480.t1,0,2408,"COG0642@1|root,KOG0519@2759|Eukaryota,38E1E@33154|Opisthokonta,3NXNC@4751|Fungi,3QKA6@4890|Ascomycota,20FDY@147545|Eurotiomycetes,3S3D0@5042|Eurotiales",4751|Fungi,T,Histidine kinase,NIK1,"GO:0000155,GO:0000156,GO:0000160,GO:0002831,GO:0002833,GO:0003674,GO:0003824,GO:0004672,GO:0004673,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006970,GO:0007154,GO:0007165,GO:0007231,GO:0007234,GO:0008150,GO:0008152,GO:0009405,GO:0009605,GO:0009607,GO:0009628,GO:0009987,GO:0009991,GO:0010033,GO:0010570,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0016775,GO:0018106,GO:0018193,GO:0018202,GO:0019538,GO:0023014,GO:0023052,GO:0030447,GO:0031667,GO:0032101,GO:0032103,GO:0032104,GO:0032106,GO:0032107,GO:0032109,GO:0033554,GO:0033993,GO:0035556,GO:0036170,GO:0036180,GO:0036211,GO:0040007,GO:0040008,GO:0042221,GO:0042594,GO:0043170,GO:0043412,GO:0044182,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044419,GO:0045927,GO:0046677,GO:0048518,GO:0048583,GO:0048584,GO:0050789,GO:0050794,GO:0050896,GO:0051704,GO:0051716,GO:0060089,GO:0065007,GO:0070887,GO:0071214,GO:0071236,GO:0071310,GO:0071396,GO:0071470,GO:0071704,GO:0080134,GO:0090033,GO:0097305,GO:0097306,GO:0097307,GO:0097308,GO:0104004,GO:0140096,GO:1900428,GO:1900430,GO:1900434,GO:1900436,GO:1900443,GO:1900445,GO:1901564,GO:1901700,GO:1901701",2.7.13.3,ko:K19691,"ko02020,map02020",M00516,-,-,"ko00000,ko00001,ko00002,ko01000,ko01001,ko02022",-,-,-,"HAMP,HATPase_c,HisKA,Response_reg",,,,,
OG0015330,gene_05670.t1,0,2184,"28RUA@1|root,2QYHN@2759|Eukaryota,39UJN@33154|Opisthokonta,3NWI8@4751|Fungi,3QPET@4890|Ascomycota,20CG0@147545|Eurotiomycetes,3S2S9@5042|Eurotiales",4751|Fungi,S,Cell wall biogenesis protein Mhp1,MHP1,"GO:0003674,GO:0005198,GO:0005200,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005783,GO:0005856,GO:0005874,GO:0006996,GO:0007010,GO:0007026,GO:0007029,GO:0007059,GO:0008150,GO:0008157,GO:0009987,GO:0010256,GO:0010639,GO:0010921,GO:0012505,GO:0015630,GO:0016043,GO:0019208,GO:0019220,GO:0019222,GO:0019888,GO:0019899,GO:0019902,GO:0019903,GO:0030234,GO:0031110,GO:0031111,GO:0031114,GO:0031323,GO:0031399,GO:0031505,GO:0032268,GO:0032886,GO:0033043,GO:0035303,GO:0035304,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043242,GO:0043244,GO:0043666,GO:0044422,GO:0044424,GO:0044430,GO:0044444,GO:0044446,GO:0044464,GO:0045229,GO:0048519,GO:0048523,GO:0050789,GO:0050790,GO:0050794,GO:0051128,GO:0051129,GO:0051171,GO:0051174,GO:0051246,GO:0051336,GO:0051493,GO:0051494,GO:0060255,GO:0065007,GO:0065009,GO:0070507,GO:0071554,GO:0071555,GO:0071840,GO:0071852,GO:0080090,GO:0098772,GO:0099080,GO:0099081,GO:0099512,GO:0099513,GO:1901879,GO:1901880,GO:1902903,GO:1902904",-,-,-,-,-,-,-,-,-,-,-,,,,,
OG0012777,gene_05696.t1,0,1114,"28K46@1|root,2QSIQ@2759|Eukaryota,39XHJ@33154|Opisthokonta,3NWQ4@4751|Fungi,3QK0N@4890|Ascomycota,20AF1@147545|Eurotiomycetes,3S7FK@5042|Eurotiales",4751|Fungi,I,Belongs to the peptidase C19 family,-,"GO:0003674,GO:0003824,GO:0004843,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005741,GO:0006464,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008234,GO:0009987,GO:0016020,GO:0016579,GO:0016787,GO:0019538,GO:0019783,GO:0019867,GO:0031090,GO:0031966,GO:0031967,GO:0031968,GO:0031975,GO:0036211,GO:0036459,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0070011,GO:0070646,GO:0070647,GO:0071704,GO:0098588,GO:0098805,GO:0101005,GO:0140096,GO:1901564",3.4.19.12,ko:K11874,-,-,-,-,"ko00000,ko01000,ko01002,ko04121",-,-,-,UCH,,,,,
OG0016344,gene_05701.t1,0,1616,"28JMI@1|root,2QS0P@2759|Eukaryota,39RWP@33154|Opisthokonta,3NUES@4751|Fungi,3QP8K@4890|Ascomycota,20D26@147545|Eurotiomycetes,3S7FV@5042|Eurotiales",4751|Fungi,C,Mitochondrial escape protein 2,YME2,"GO:0000002,GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0006996,GO:0007005,GO:0008150,GO:0009987,GO:0016020,GO:0016021,GO:0016043,GO:0019866,GO:0031090,GO:0031224,GO:0031300,GO:0031301,GO:0031304,GO:0031305,GO:0031966,GO:0031967,GO:0031975,GO:0032592,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044429,GO:0044444,GO:0044446,GO:0044455,GO:0044464,GO:0071840,GO:0097159,GO:0098573,GO:1901363",-,-,-,-,-,-,-,-,-,-,"RNA12,RRM_1",,,,,
OG0013842,gene_05776.t1,0,2478,"28X6Z@1|root,2R3ZQ@2759|Eukaryota,38DT0@33154|Opisthokonta,3NV1T@4751|Fungi,3QNKI@4890|Ascomycota,20EQP@147545|Eurotiomycetes,3S77P@5042|Eurotiales",4751|Fungi,U,VPS9 domain protein,-,-,-,ko:K02948,"ko03010,map03010","M00178,M00179",-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,"Ank_2,Ank_5,PX,VPS9",,,,,
OG0015695,gene_05958.t1,2.94E-196,559,"2EIWI@1|root,2SP7J@2759|Eukaryota,3AFBY@33154|Opisthokonta,3PBQJ@4751|Fungi,3R0Z2@4890|Ascomycota,20MPE@147545|Eurotiomycetes,3SCKQ@5042|Eurotiales",4751|Fungi,K,Transcription factor,-,-,-,-,-,-,-,-,-,-,-,-,"Fungal_trans,Zn_clus",,,,,
OG0015778,gene_06172.t1,0,1837,"2D27R@1|root,2SKSN@2759|Eukaryota,3AEIT@33154|Opisthokonta,3P3S4@4751|Fungi,3QV2P@4890|Ascomycota,20EUQ@147545|Eurotiomycetes",4751|Fungi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
OG0013410,gene_06383.t1,6.23E-133,377,"29GHS@1|root,2RPQ0@2759|Eukaryota,38TER@33154|Opisthokonta,3PV3J@4751|Fungi,3REAC@4890|Ascomycota,20QUG@147545|Eurotiomycetes,3SDQ8@5042|Eurotiales",4751|Fungi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
OG0013768,gene_06395.t1,0,1025,"2AYPY@1|root,2S03T@2759|Eukaryota,3A29S@33154|Opisthokonta,3P2G6@4751|Fungi,3QV8A@4890|Ascomycota,20GX7@147545|Eurotiomycetes,3S7D3@5042|Eurotiales",4751|Fungi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
OG0014037,gene_06428.t1,0,1045,"2ENJJ@1|root,2SRZH@2759|Eukaryota,3A784@33154|Opisthokonta,3P5DU@4751|Fungi,3QXSY@4890|Ascomycota,20I75@147545|Eurotiomycetes,3S9T8@5042|Eurotiales",4751|Fungi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
OG0014959,gene_06719.t1,0,1583,"KOG2175@1|root,KOG2175@2759|Eukaryota,38EYR@33154|Opisthokonta,3NV03@4751|Fungi,3QK2A@4890|Ascomycota,20AQR@147545|Eurotiomycetes,3S61U@5042|Eurotiales",4751|Fungi,G,DUF625 domain protein,PSY2,"GO:0000003,GO:0000075,GO:0000228,GO:0000785,GO:0000790,GO:0003674,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0006282,GO:0006464,GO:0006470,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006974,GO:0007049,GO:0007063,GO:0007154,GO:0007165,GO:0008047,GO:0008150,GO:0008152,GO:0008287,GO:0009893,GO:0009966,GO:0009968,GO:0009987,GO:0010564,GO:0010604,GO:0010639,GO:0010646,GO:0010648,GO:0010921,GO:0010948,GO:0016311,GO:0019208,GO:0019211,GO:0019219,GO:0019220,GO:0019222,GO:0019538,GO:0019888,GO:0022402,GO:0022414,GO:0023051,GO:0023052,GO:0023057,GO:0030234,GO:0030289,GO:0031323,GO:0031325,GO:0031399,GO:0031974,GO:0031981,GO:0032268,GO:0032991,GO:0033043,GO:0033044,GO:0033045,GO:0033046,GO:0033313,GO:0033554,GO:0035303,GO:0035304,GO:0035556,GO:0036211,GO:0040020,GO:0043085,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043412,GO:0043666,GO:0044093,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044454,GO:0044464,GO:0045739,GO:0045786,GO:0045787,GO:0045835,GO:0045875,GO:0045935,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0048585,GO:0050789,GO:0050790,GO:0050794,GO:0050896,GO:0051052,GO:0051054,GO:0051128,GO:0051129,GO:0051171,GO:0051173,GO:0051174,GO:0051246,GO:0051321,GO:0051336,GO:0051445,GO:0051447,GO:0051598,GO:0051716,GO:0051726,GO:0051783,GO:0051784,GO:0051983,GO:0051985,GO:0060255,GO:0065007,GO:0065008,GO:0065009,GO:0070013,GO:0071704,GO:0072395,GO:0072411,GO:0072462,GO:0072542,GO:0080090,GO:0080134,GO:0080135,GO:0098772,GO:1901564,GO:1901976,GO:1901977,GO:1902494,GO:1902659,GO:1902660,GO:1903046,GO:1903293,GO:2000001,GO:2000002,GO:2000241,GO:2000242,GO:2000779,GO:2000781,GO:2001020,GO:2001021,GO:2001022,GO:2001032,GO:2001034,GO:2001251",-,ko:K17491,"ko04212,ko04922,map04212,map04922",-,-,-,"ko00000,ko00001,ko01009,ko03400",-,-,-,SMK-1,,,,,
OG0012392,gene_06787.t1,0,1843,"COG0464@1|root,KOG0737@2759|Eukaryota,3980I@33154|Opisthokonta,3NWYM@4751|Fungi,3QN7U@4890|Ascomycota,20AS4@147545|Eurotiomycetes,3S4WR@5042|Eurotiales",4751|Fungi,O,AAA ATPase,-,-,-,-,-,-,-,-,-,-,-,-,AAA,,,,,
OG0013724,gene_06788.t1,0,2308,"COG1131@1|root,KOG0065@2759|Eukaryota,3AHZ0@33154|Opisthokonta,3PBR6@4751|Fungi,3R2DU@4890|Ascomycota",4751|Fungi,Q,Belongs to the ABC transporter superfamily. ABCG family. PDR (TC 3.A.1.205) subfamily,-,-,-,-,-,-,-,-,-,-,-,-,"ABC2_membrane,ABC_tran,PDR_CDR",,,,,
OG0013885,gene_06789.t1,0,1041,"KOG1441@1|root,KOG1441@2759|Eukaryota,38CDQ@33154|Opisthokonta,3NUBJ@4751|Fungi,3QKMU@4890|Ascomycota,20C4K@147545|Eurotiomycetes,3S82M@5042|Eurotiales",4751|Fungi,EG,Triose-phosphate Transporter family,-,"GO:0000139,GO:0003674,GO:0005215,GO:0005342,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005794,GO:0006810,GO:0006811,GO:0006820,GO:0006888,GO:0008028,GO:0008150,GO:0008509,GO:0008514,GO:0012505,GO:0015075,GO:0015318,GO:0015605,GO:0015711,GO:0015714,GO:0015717,GO:0015718,GO:0015748,GO:0015849,GO:0016020,GO:0016021,GO:0016192,GO:0022857,GO:0031090,GO:0031224,GO:0031984,GO:0034220,GO:0035436,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0046907,GO:0046942,GO:0046943,GO:0048193,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0055085,GO:0071702,GO:0071917,GO:0089721,GO:0089722,GO:0098588,GO:0098656,GO:0098791,GO:1901264,GO:1903825,GO:1905039,GO:1990536",-,ko:K15283,-,-,-,-,"ko00000,ko02000",2.A.7.9,-,-,TPT,,,,,
OG0012987,gene_06790.t1,0,1305,"COG5099@1|root,KOG1488@2759|Eukaryota,38EYS@33154|Opisthokonta,3NWID@4751|Fungi,3QNBB@4890|Ascomycota,20EZM@147545|Eurotiomycetes,3S7GX@5042|Eurotiales",4751|Fungi,J,Pumilio-family RNA binding repeat,-,"GO:0000288,GO:0000956,GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0006139,GO:0006401,GO:0006402,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009892,GO:0009987,GO:0010468,GO:0010605,GO:0010629,GO:0016070,GO:0016071,GO:0019222,GO:0019439,GO:0034641,GO:0034655,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0046483,GO:0046700,GO:0048519,GO:0050789,GO:0060255,GO:0065007,GO:0071704,GO:0090304,GO:0097159,GO:1901360,GO:1901361,GO:1901363,GO:1901575",-,-,-,-,-,-,-,-,-,-,PUF,,,,,
OG0013723,gene_06791.t1,0,1546,"COG5177@1|root,KOG1980@2759|Eukaryota,38BVP@33154|Opisthokonta,3NVCU@4751|Fungi,3QMMV@4890|Ascomycota,20E7N@147545|Eurotiomycetes,3S3BI@5042|Eurotiales",4751|Fungi,S,pre-rRNA processing protein Tsr1,TSR1,"GO:0000166,GO:0000461,GO:0000462,GO:0000469,GO:0000478,GO:0000479,GO:0001882,GO:0001883,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0003924,GO:0005488,GO:0005525,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0005737,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0022613,GO:0030490,GO:0030515,GO:0030684,GO:0030686,GO:0030688,GO:0031123,GO:0031125,GO:0031974,GO:0031981,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0032991,GO:0034470,GO:0034511,GO:0034641,GO:0034660,GO:0035639,GO:0036094,GO:0042254,GO:0042274,GO:0043021,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043628,GO:0044085,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0044877,GO:0046483,GO:0070013,GO:0071704,GO:0071840,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901363,GO:1990904",-,ko:K14799,-,-,-,-,"ko00000,ko03009",-,-,-,"AARP2CN,RIBIOP_C",,,,,
OG0013722,gene_06792.t1,0,1088,"COG2124@1|root,KOG0156@2759|Eukaryota,38BSU@33154|Opisthokonta,3NUFV@4751|Fungi,3QSVE@4890|Ascomycota,20FN2@147545|Eurotiomycetes,3S5CD@5042|Eurotiales",4751|Fungi,Q,cytochrome P450,-,-,-,-,-,-,-,-,-,-,-,-,p450,,,,,
OG0013884,gene_06795.t1,2.13E-295,806,"2C03A@1|root,2RYZC@2759|Eukaryota,39XDI@33154|Opisthokonta,3NZW5@4751|Fungi,3QS2N@4890|Ascomycota,20AZJ@147545|Eurotiomycetes,3SAM3@5042|Eurotiales",4751|Fungi,U,G protein-coupled glucose receptor regulating Gpa2 C-term,-,-,-,-,-,-,-,-,-,-,-,-,"GPR_Gpa2_C,Git3",,,,,
OG0013899,gene_06871.t1,0,1083,"KOG0255@1|root,KOG0255@2759|Eukaryota,38CB8@33154|Opisthokonta,3NUZT@4751|Fungi,3QPS6@4890|Ascomycota,20C70@147545|Eurotiomycetes,3S5K7@5042|Eurotiales",4751|Fungi,S,MFS multidrug resistance transporter,-,"GO:0000003,GO:0003006,GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006855,GO:0007049,GO:0008150,GO:0009272,GO:0009653,GO:0009987,GO:0010509,GO:0010927,GO:0015203,GO:0015238,GO:0015846,GO:0015893,GO:0016020,GO:0016021,GO:0016043,GO:0019953,GO:0022402,GO:0022413,GO:0022414,GO:0022607,GO:0022857,GO:0030154,GO:0030435,GO:0030437,GO:0030476,GO:0031224,GO:0031505,GO:0032502,GO:0032505,GO:0032989,GO:0034293,GO:0042221,GO:0042244,GO:0042493,GO:0042546,GO:0042592,GO:0043934,GO:0043935,GO:0044085,GO:0044425,GO:0044464,GO:0044703,GO:0045229,GO:0048468,GO:0048646,GO:0048856,GO:0048869,GO:0048878,GO:0050896,GO:0051179,GO:0051234,GO:0051321,GO:0051704,GO:0055085,GO:0065007,GO:0065008,GO:0070590,GO:0070591,GO:0070726,GO:0071554,GO:0071555,GO:0071702,GO:0071705,GO:0071840,GO:0071852,GO:0071940,GO:0071944,GO:1902047,GO:1903046",-,-,-,-,-,-,-,-,-,-,MFS_1,,,,,
